/m/0jfd5,,Lunch,中餐
/m/03h5vq,1765,Highlighter,文具_笔_荧光笔
/m/02vxn,1294,Film,日常用品_胶卷
/mi/714,714,,房间内_地垫
/mi/1028,1028,,其他_电焊面罩
/m/01d4b2,1052,Jack-o'-lantern,其他_南瓜灯
/m/05zp8,76,Palace,宫殿
/m/04x9h,238,Mazda Motor Corporation,LOGO_马自达logo
/m/02522,297,Computer monitor,办公_显示器
/m/05_5p_0,1934,Table tennis racket,运动装备_乒乓球拍
/m/03qjg,946,Harmonica,乐器_口琴
/mi/indoor,,,室内
/mi/ferrarilogo,223,Ferrari S.p.A. Logo,LOGO_法拉利logo
/mi/777,777,,房间内_置物架
/mi/367,367,,餐厨_食堂餐盘
/mi/242,242,,LOGO_尼桑logo
/mi/771,771,,房间内_消毒柜
/m/034fmc,974,Maotai,瓶装_白酒_茅台
/m/0bjyj5,736,Waste container,房间内_垃圾桶
/m/0y8r,543,Armored car,车船飞机_机动车工程车_装甲车
/m/02549m,740,Plunger,房间内_马桶搋子
/m/09glm89,514,Mercedes AMG Petronas F1 Team,车船飞机_F1赛车
/mi/1454,1454,,日常用品_药品瓶子
/mi/497,497,,场景_医院病房
/m/09y71y,1827,Nameplate,印刷手绘截屏_铭牌
/m/0f4s2w,,Vegetable,蔬菜
/mi/1808,1808,,印刷手绘截屏_错误弹出框
/m/0dfyjc,1273,Fire alarm call box,日常用品_火警报警器
/m/09kmb,621,Spider,虫_蜘蛛
/mi/167,167,,坚果_notuse
/m/0mynm,1884,Webcam,娱乐_摄像头
/m/01c0z,1204,Electric battery,日常用品_电池
/m/05lw7z,1310,Bin bag,日常用品_垃圾袋
/g/122ctfrn,1355,Gun,日常用品_枪
/mi/227,227,,LOGO_华为logo
/m/01_g5x,669,Honey badger,动物_蜜獾
/mi/1138,1138,,人_人头顶
/m/01gmv2,817,Bra,服饰_文胸
/m/09f_75,1772,Paper knife,文具_裁纸刀
/m/017ftj,1338,Sunglasses,日常用品_墨镜
/m/01dz_r,449,Landfill,场景_垃圾堆
/mi/0,0,,文档_其他_notuse
/m/0dm32,1628,Sweet potato,蔬菜_地瓜
/m/01nkt,1581,Cheese,食品_牛奶乳品其他
/m/07j87,1632,Tomato,蔬菜_番茄
/mi/fish,,Fish,鱼
/mi/404,404,,场景_车间
/mi/1243,1243,,日常用品_粉饼
/mi/otherlandscape,,,其他景色
/mi/1217,1217,,日常用品_电闸
/m/029tx,660,Dinosaur,动物_恐龙
/m/0396p,45,Gorillas,动物_猩猩
/m/0km3f,839,Labrador Retriever,狗_拉布拉多犬
/m/0ggbx,1069,Barcode,其他_条形码
/m/06m11,1961,Rose,植物_玫瑰
/m/063yqr9,202,Banana boat,船艇
/g/11c1tlbd65,1899,Baseball at the 2020 Summer Olympics,运动_棒球比赛
/mi/431,431,,场景_公交车内饰
/m/0dftk,32,Swans,动物_天鹅
/mi/1378,1378,,日常用品_手机_花哨手机壳
/m/03_mtn,1954,Nelumbo nucifera,植物_荷花
/m/018nds,1621,Daikon,蔬菜_白萝卜
/m/03mt9v,939,Guzheng,乐器_古筝
/m/022hnr,228,Volvo Cars,LOGO_吉利logo
/mi/1865,1865,,游戏截图_我的世界截图
/m/086cy,656,Wildebeest,动物_角马
/m/0f375,641,Baboons,动物_狒狒
/mi/1458,1458,,日常用品_易拉罐盖子
/m/03hf_6m,1625,Napa cabbage,蔬菜_大白菜
/m/0cmx8,365,Spoon,餐厨_勺子
/m/027pcv,1652,Zucchini,蔬菜_西葫芦
/m/01v50j,564,Crane,车船飞机_起重机
/m/02rqv26,517,Bicycle handlebar,车船飞机_车把
/m/0dj75,1657,Onion,蔬菜_洋葱
/mi/1128,1128,,人_抱小孩
/m/07bs0,204,Tennis,运动_网球
/mi/1583,1583,,食品_牛羊肉卷
/mi/1263,1263,,日常用品_红包以及红包截图
/m/06_fw,99,Skateboard,运动_滑板
/mi/1125,1125,,人_宝宝玩轮滑
/m/012w5l,1390,Ladder,日常用品_梯子
/mi/491,491,,场景_休息室等候室
/mi/peopleflower,155,People Flower,人_花
/m/01_5g,346,Chopsticks,餐厨_筷子
/m/0jyfg,1441,Glasses,日常用品_眼镜
/m/0py2fl3,894,Guard rail,街头_栏杆
/m/08ncv6,1452,Capsule,日常用品_药品胶囊
/mi/1604,1604,,食品_武汉豆皮
/m/01b7km,1330,Kerosene lamp,日常用品_煤油灯
/mi/cadillaclogo,230,cadillac logo,LOGO_凯迪拉克logo
/m/04f76fm,157,Race to Witch Mountain,人_山
/m/02xz2,1910,Formula 1,运动_赛车
/mi/965,965,,票证卡_录取通知书内页
/g/1pzpd95j3,1557,Kaomianjin,食品_烤面筋
/mi/898,898,,街头_路标指示牌
/m/08ml_c,535,Kick scooter,车船飞机_滑板车
/mi/1175,1175,,日常用品_包装纸袋
/m/0c01zxn,1147,Tanit Phoenix,人_泳装照
/mi/1077,1077,,其他_小程序码
/m/0250x,,Costume,服饰
/m/01jtml,209,Adidas,LOGO_阿迪达斯logo
/mi/1711,1711,,玩具_惨叫鸡
/g/1223qdcp,360,Barbecue grill,餐厨_烧烤架
/m/0dbrl,1627,Garlic,蔬菜_大蒜
/m/07cdz,399,The Graduate,场景_毕业
/mi/peoplegrassland,152,Grassland,人_草原
/m/0870sv,1218,Electronic dictionary,日常用品_电子词典
/mi/1230,1230,,日常用品_儿童围兜
/m/0270h,110,Dessert,甜点
/m/026lrhv,914,Abutilon indicum,街头_石磨
/m/0b_fm2,372,Cocktail strainer,餐厨_调酒器
/m/01j51,1880,Balloon,娱乐_气球
/m/06q4mx,697,Window shutter,房间内_百叶窗
/mi/581,581,,虫_百足虫
/m/01gkx_,823,Swimsuit,服饰_泳装
/mi/googlelogo,226,Google Logo,LOGO_谷歌logo
/mi/257,257,,LOGO_中石化logo
/mi/354,354,,餐厨_面条机
/mi/1320,1320,,日常用品_链条锁
/m/025zp2s,1271,Eye shadow,日常用品_化妆_眼影
/m/0c9qw1,807,Desert Camouflage Uniform,服饰_迷彩服
/mi/995,995,,瓶装_饮料_加多宝听装
/mi/956,956,,票证卡_翻拍照片
/mi/1037,1037,,其他_空压机
/mi/95,95,,游乐场_notuse
/m/0b5gs,1966,Branch,植物_树枝
/m/06c72,1129,Redneck,人_脖子
/mi/539,539,,车船飞机_机动车工程车_道路清扫车
/mi/310,310,,餐厨_餐具垫
/m/0258mq,1434,Sphygmomanometer,日常用品_血压计
/mi/toyairplane,1724,Toy Airplane,玩具_飞机
/m/04bct1,1425,Chest,日常用品_箱子
/m/0hnnb,1362,Umbrella,日常用品_伞
/m/0lq9pxt,1570,Mahua,食品_麻花
/mi/1991,1991,,著名景点_自由女神像
/mi/526,526,,车船飞机_儿童滑步车
/m/0dm32,1633,Sweet potato,蔬菜_红薯
/mi/3,3,,NEG_办公环境
/m/02w6mg_,406,Carriage house,场景_车棚
/m/037tr3,1003,Mirinda,瓶装_饮料_美年达
/m/06w6s65,1709,Den-den daiko,玩具_拨浪鼓
/mi/922,922,,街头_信报箱
/m/0fm3v_,1106,Jack,其他物体_千斤顶
/m/078jl,677,Snake,动物_蛇
/mi/980,980,,瓶装_饮料_百事可乐瓶装
/g/11f1594gb8,1840,Spinning Chairs,游乐场设备_飞椅
/m/01s0vc,1311,Zipper,日常用品_拉链
/m/01btfg,1882,Flash,娱乐_闪光灯
/m/0fkw3,1573,Flour,食品_面粉
/m/01w1x1,949,Hand drum,乐器_手鼓
/m/07c52,717,Television,房间内_电视
/m/01jxq2,1518,Sea cucumber,食品_海参
/m/01x_v,58,Camels,动物_骆驼
/m/01sdp6,805,Waistcoat,服饰_马甲
/m/05441v,1255,Crutch,日常用品_拐杖
/mi/850,850,,健身设备_健腹轮
/m/04l3lm,1940,Shooting range,运动装备_射击靶
/g/1236gzcr,1761,,文具_笔_白板笔
/m/01c648,260,Laptop,办公_笔记本电脑
/mi/1979,1979,,著名景点_迪拜帆船酒店
/m/0kpjk,1675,Lychee,水果_荔枝
/m/01bx84,688,Ring-necked Pheasant,动物_野鸡
/m/026yry7,971,Business license,票证卡_营业执照
/m/01vdm0,936,Electronic keyboard,乐器_电子琴
/mi/317,317,,餐厨_弹簧度盘秤
/mi/913,913,,街头_石墩
/mi/1315,1315,,日常用品_老式电话
/m/0bmqt,1307,,日常用品_口哨
/m/031_tp,1327,cat litter box,日常用品_猫砂盆
/g/11f6gjghsk,838,The Queen's Corgi,狗_柯基
/m/01m4t,264,Printer,办公_打印机
/mi/1072,1072,,其他_武士刀
/m/09k_b,1681,Lemon,水果_柠檬
/g/120_rn8r,679,Jellyfish,动物_水母
/mi/1314,1314,,日常用品_捞鱼网兜
/m/07fn4f,652,Mantled guereza,动物_黑白疣猴
/m/0dl8m,411,Dam,场景_堤坝水坝
/m/04n42_5,506,Moon: Remix RPG Adventure,场景_月亮
/m/02qsb,674,Earthworm,动物_蚯蚓
/mi/1156,1156,,日常常用_热水袋
/m/02yxhq,1789,Bookend,文具_书立
/m/03yhk,1783,Ink,文具_墨水
/m/02x94h,1292,Trophy,日常用品_奖杯
/m/09gnjq2,1348,Mosquito coil,日常用品_盘式蚊香
/g/1q6m49gvb,1208,Electric shaver,日常用品_电动剃须刀
/m/01nq26,816,Sock,服饰_袜子
/g/11qn1ky678,,Scenes from a Marriage,场景
/m/0h259,1548,Cashew,食品_坚果_腰果
/m/060dm6,1507,Egg tart,食品_蛋挞
/g/11dfskq1v6,1697,Smoked plum,水果_乌梅
/m/06y5r,1101,Sword,其他物体_剑
/m/020ytc,323,Rice cooker,餐厨_电饭煲
/m/01h6d4,455,Camping,场景_露营
/m/01j4yx,521,Dragon boat,车船飞机_船类_龙舟
/m/09d5_,666,Owls,动物_猫头鹰
/m/0397w,1913,Gymnastics,运动_体操
/g/1yprtyd0d,,Lezhin Comics,动漫
/m/03clp3h,1228,Antithetical couplet,日常用品_对联
/mi/1453,1453,,日常用品_药品喷雾
/mi/1124,1124,,人_宝宝玩滑板车
/m/0mcn4,71,Succulent plant,多肉植物
/m/01www,1870,Compact disc,娱乐_唱片CD
/m/03gw60r,607,Mantis,虫_螳螂
/mi/1357,1357,,日常用品_驱鼠器
/mi/954,954,,票证卡_出生证明封面
/mi/320,320,,餐厨_捣蒜器
/m/0kh8w,80,Canyon,峡谷
/m/03c59l,1062,Christmas stocking,其他_圣诞袜
/m/0h42m,1272,Match,日常用品_火柴
/m/02p1d3k,1249,Desiccant,日常用品_干燥剂
